frame_path,video_id,video_path,label,label_int
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_006.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_007.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_008.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_009.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_010.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_011.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_012.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_013.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_014.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_015.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_016.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_017.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_018.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_019.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_020.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_021.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_022.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_023.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_024.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_025.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_026.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_027.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_028.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_029.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_030.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_14__talking_against_wall__ZC2KYASW/frame_031.jpg,03_14__talking_against_wall__ZC2KYASW,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_14__talking_against_wall__ZC2KYASW.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_000.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_001.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_002.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_003.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_004.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_005.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_006.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_007.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_008.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_009.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_010.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_011.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_012.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_013.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_014.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_015.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_016.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_017.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_018.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_019.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_020.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_021.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_022.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_023.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_024.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_025.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_026.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_027.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_028.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_029.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_030.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/03_15__outside_talking_pan_laughing__Y11NT1YX/frame_031.jpg,03_15__outside_talking_pan_laughing__Y11NT1YX,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,fake,0
/kaggle/working/frames/fake/07_26__walking_down_street_outside_angry__FGNGC2GT/frame_000.jpg,07_26__walking_down_street_outside_angry__FGNGC2GT,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,fake,0
/kaggle/working/frames/fake/07_26__walking_down_street_outside_angry__FGNGC2GT/frame_001.jpg,07_26__walking_down_street_outside_angry__FGNGC2GT,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,fake,0
/kaggle/working/frames/fake/07_26__walking_down_street_outside_angry__FGNGC2GT/frame_002.jpg,07_26__walking_down_street_outside_angry__FGNGC2GT,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,fake,0
/kaggle/working/frames/fake/07_26__walking_down_street_outside_angry__FGNGC2GT/frame_003.jpg,07_26__walking_down_street_outside_angry__FGNGC2GT,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,fake,0
/kaggle/working/frames/fake/07_26__walking_down_street_outside_angry__FGNGC2GT/frame_004.jpg,07_26__walking_down_street_outside_angry__FGNGC2GT,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,fake,0
/kaggle/working/frames/fake/07_26__walking_down_street_outside_angry__FGNGC2GT/frame_005.jpg,07_26__walking_down_street_outside_angry__FGNGC2GT,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,fake,0
/kaggle/working/frames/fake/07_26__walking_down_street_outside_angry__FGNGC2GT/frame_006.jpg,07_26__walking_down_street_outside_angry__FGNGC2GT,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,fake,0
/kaggle/working/frames/fake/07_26__walking_down_street_outside_angry__FGNGC2GT/frame_007.jpg,07_26__walking_down_street_outside_angry__FGNGC2GT,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,fake,0
/kaggle/working/frames/fake/07_26__walking_down_street_outside_angry__FGNGC2GT/frame_008.jpg,07_26__walking_down_street_outside_angry__FGNGC2GT,/kaggle/input/datasets/hungle3401/faceforensics/FF++/fake/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,fake,0
